[2026-03-23T03:35:02.647Z] GET http://localhost:8080/js/scenes/gameover-scene.js → 200 (5ms, 1857B)
[2026-03-23T03:35:02.652Z] GET http://localhost:8080/js/data/aircraft.js → 200 (5ms, 1233B)
[2026-03-23T03:35:02.656Z] GET http://localhost:8080/js/engine/collision.js → 200 (1ms, 534B)
[2026-03-23T03:35:02.656Z] GET http://localhost:8080/js/entities/player.js → 200 (2ms, 5785B)
[2026-03-23T03:35:02.656Z] GET http://localhost:8080/js/entities/enemy-plane.js → 200 (1ms, 5591B)
[2026-03-23T03:35:02.656Z] GET http://localhost:8080/js/entities/enemy-ship.js → 200 (2ms, 3441B)
[2026-03-23T03:35:02.656Z] GET http://localhost:8080/js/entities/boss.js → 200 (10ms, 5778B)
[2026-03-23T03:35:02.656Z] GET http://localhost:8080/js/entities/projectile.js → 200 (1ms, 1851B)
[2026-03-23T03:35:02.656Z] GET http://localhost:8080/js/entities/explosion.js → 200 (5ms, 1286B)
[2026-03-23T03:35:02.657Z] GET http://localhost:8080/js/entities/powerup.js → 200 (4ms, 1792B)
[2026-03-23T03:35:02.657Z] GET http://localhost:8080/js/data/stages.js → 200 (4ms, 48126B)
[2026-03-23T03:35:02.657Z] GET http://localhost:8080/js/entities/entity.js → 200 (4ms, 718B)
[2026-03-23T03:35:02.661Z] GET http://localhost:8080/js/sprites/sprites.js → 200 (4ms, 2095B)
[2026-03-23T03:35:02.666Z] GET http://localhost:8080/js/entities/boss-turret.js → 200 (2ms, 5169B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/skyhawk.png → 304 (2ms, ?B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/mirage.png → 304 (3ms, ?B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/dagger.png → 304 (2ms, ?B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/enemy_harrier.png → 304 (11ms, ?B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/enemy_ship.png → 304 (11ms, ?B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/enemy_destroyer.png → 200 (?ms, 2606B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/enemy_carrier.png → 200 (?ms, 4036B)
[2026-03-23T03:35:02.670Z] GET http://localhost:8080/assets/boss.png → 200 (1ms, 8319B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/boss_destroyer.png → 200 (10ms, 125467B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/missile.png → 200 (?ms, 365B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/bomb.png → 200 (?ms, 408B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/afterburner.png → 304 (14ms, ?B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/title_art.png → 304 (14ms, ?B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/explosion_0.png → 304 (15ms, ?B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/explosion_1.png → 304 (14ms, ?B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/explosion_2.png → 304 (15ms, ?B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/explosion_3.png → 304 (15ms, ?B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/explosion_4.png → 304 (15ms, ?B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/music_title.mp3 → 200 (2ms, 3568896B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/music_stage.mp3 → 200 (2ms, 4175412B)
[2026-03-23T03:35:02.671Z] GET http://localhost:8080/assets/music_boss.mp3 → 200 (15ms, 739787B)
[2026-03-23T03:35:02.672Z] GET http://localhost:8080/assets/music_gameover.mp3 → 200 (14ms, 445544B)
[2026-03-23T03:35:02.672Z] GET http://localhost:8080/assets/music_victory.mp3 → 200 (14ms, 858488B)
[2026-03-23T03:35:02.672Z] GET http://localhost:8080/assets/boss_insignia.png → 200 (14ms, 125824B)
[2026-03-23T03:35:02.672Z] GET http://localhost:8080/assets/boss_portaviones.png → 200 (14ms, 96406B)
[2026-03-23T03:55:46.596Z] GET http://localhost:8080/ → 200 (19ms, 1056B)
[2026-03-23T03:55:46.617Z] GET http://localhost:8080/style.css → 200 (1ms, 2837B)
[2026-03-23T03:55:46.617Z] GET http://localhost:8080/js/main.js → 200 (1ms, 2647B)
[2026-03-23T03:55:46.619Z] GET http://localhost:8080/js/engine/game-loop.js → 200 (3ms, 1049B)
[2026-03-23T03:55:46.619Z] GET http://localhost:8080/js/engine/input.js → 200 (4ms, 6733B)
[2026-03-23T03:55:46.619Z] GET http://localhost:8080/js/engine/renderer.js → 200 (3ms, 3664B)
[2026-03-23T03:55:46.619Z] GET http://localhost:8080/js/engine/audio.js → 200 (6ms, 5747B)
[2026-03-23T03:55:46.619Z] GET http://localhost:8080/js/engine/assets.js → 200 (9ms, 2049B)
[2026-03-23T03:55:46.619Z] GET http://localhost:8080/js/scenes/title-scene.js → 200 (6ms, 1547B)
[2026-03-23T03:55:46.619Z] GET http://localhost:8080/js/scenes/select-scene.js → 200 (3ms, 4841B)
[2026-03-23T03:55:46.621Z] GET http://localhost:8080/js/scenes/game-scene.js → 200 (6ms, 24581B)
[2026-03-23T03:55:46.621Z] GET http://localhost:8080/js/scenes/gameover-scene.js → 200 (2ms, 1857B)
[2026-03-23T03:55:46.623Z] GET http://localhost:8080/js/data/aircraft.js → 200 (?ms, 1233B)
[2026-03-23T03:55:46.627Z] GET http://localhost:8080/js/engine/collision.js → 200 (2ms, 534B)
[2026-03-23T03:55:46.627Z] GET http://localhost:8080/js/entities/player.js → 200 (3ms, 5785B)
[2026-03-23T03:55:46.627Z] GET http://localhost:8080/js/entities/enemy-plane.js → 200 (3ms, 5591B)
